iso,adm1,Tree_Cover_Loss_Year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg_x,Alert_Year,alert__week,alert__count,confidence__cat,gfw_net_flux_co2e__Mg,gfw_gross_cumulative_aboveground_belowground_co2_removals__Mg,gfw_gross_emissions_co2e_all_gases__Mg_y,includes_gain_pixels,umd_global_land_cover__ipcc_class,wri_tropical_tree_cover_extent__ha
BGD,3,2001,276.320376140015,113376.889629169,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2001,276.320376140015,113376.889629169,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2001,276.320376140015,113376.889629169,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2001,276.320376140015,113376.889629169,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2001,276.320376140015,113376.889629169,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2001,276.320376140015,113376.889629169,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2002,402.491398238288,161807.477483987,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2002,402.491398238288,161807.477483987,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2002,402.491398238288,161807.477483987,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2002,402.491398238288,161807.477483987,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2002,402.491398238288,161807.477483987,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2002,402.491398238288,161807.477483987,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2003,58.907113201275,22725.7232747469,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2003,58.907113201275,22725.7232747469,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2003,58.907113201275,22725.7232747469,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2003,58.907113201275,22725.7232747469,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2003,58.907113201275,22725.7232747469,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2003,58.907113201275,22725.7232747469,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2004,322.433035792532,134272.45294643,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2004,322.433035792532,134272.45294643,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2004,322.433035792532,134272.45294643,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2004,322.433035792532,134272.45294643,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2004,322.433035792532,134272.45294643,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2004,322.433035792532,134272.45294643,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2005,265.372930615962,110277.95693576,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2005,265.372930615962,110277.95693576,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2005,265.372930615962,110277.95693576,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2005,265.372930615962,110277.95693576,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2005,265.372930615962,110277.95693576,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2005,265.372930615962,110277.95693576,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2006,464.960372853577,192500.062408297,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2006,464.960372853577,192500.062408297,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2006,464.960372853577,192500.062408297,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2006,464.960372853577,192500.062408297,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2006,464.960372853577,192500.062408297,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2006,464.960372853577,192500.062408297,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2007,319.18586427811,133035.678589208,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2007,319.18586427811,133035.678589208,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2007,319.18586427811,133035.678589208,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2007,319.18586427811,133035.678589208,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2007,319.18586427811,133035.678589208,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2007,319.18586427811,133035.678589208,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2008,310.369366001162,125707.29023875,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2008,310.369366001162,125707.29023875,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2008,310.369366001162,125707.29023875,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2008,310.369366001162,125707.29023875,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2008,310.369366001162,125707.29023875,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2008,310.369366001162,125707.29023875,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2009,202.943414784353,84001.9063644787,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2009,202.943414784353,84001.9063644787,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2009,202.943414784353,84001.9063644787,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2009,202.943414784353,84001.9063644787,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2009,202.943414784353,84001.9063644787,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2009,202.943414784353,84001.9063644787,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2010,377.004088227551,144033.847112004,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2010,377.004088227551,144033.847112004,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2010,377.004088227551,144033.847112004,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2010,377.004088227551,144033.847112004,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2010,377.004088227551,144033.847112004,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2010,377.004088227551,144033.847112004,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2011,278.313499262119,108881.440653538,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2011,278.313499262119,108881.440653538,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2011,278.313499262119,108881.440653538,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2011,278.313499262119,108881.440653538,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2011,278.313499262119,108881.440653538,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2011,278.313499262119,108881.440653538,,,,,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2012,211.32939049142,87665.2260510413,2012,4,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2012,211.32939049142,87665.2260510413,2012,4,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2012,211.32939049142,87665.2260510413,2012,4,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2012,211.32939049142,87665.2260510413,2012,4,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2012,211.32939049142,87665.2260510413,2012,4,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2012,211.32939049142,87665.2260510413,2012,4,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2012,211.32939049142,87665.2260510413,2012,11,3,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2012,211.32939049142,87665.2260510413,2012,11,3,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2012,211.32939049142,87665.2260510413,2012,11,3,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2012,211.32939049142,87665.2260510413,2012,11,3,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2012,211.32939049142,87665.2260510413,2012,11,3,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2012,211.32939049142,87665.2260510413,2012,11,3,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2012,211.32939049142,87665.2260510413,2012,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2012,211.32939049142,87665.2260510413,2012,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2012,211.32939049142,87665.2260510413,2012,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2012,211.32939049142,87665.2260510413,2012,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2012,211.32939049142,87665.2260510413,2012,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2012,211.32939049142,87665.2260510413,2012,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2012,211.32939049142,87665.2260510413,2012,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2012,211.32939049142,87665.2260510413,2012,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2012,211.32939049142,87665.2260510413,2012,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2012,211.32939049142,87665.2260510413,2012,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2012,211.32939049142,87665.2260510413,2012,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2012,211.32939049142,87665.2260510413,2012,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2013,66.9081678602517,28008.4793318515,2013,6,4,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2013,66.9081678602517,28008.4793318515,2013,6,4,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2013,66.9081678602517,28008.4793318515,2013,6,4,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2013,66.9081678602517,28008.4793318515,2013,6,4,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2013,66.9081678602517,28008.4793318515,2013,6,4,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2013,66.9081678602517,28008.4793318515,2013,6,4,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2013,66.9081678602517,28008.4793318515,2013,9,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2013,66.9081678602517,28008.4793318515,2013,9,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2013,66.9081678602517,28008.4793318515,2013,9,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2013,66.9081678602517,28008.4793318515,2013,9,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2013,66.9081678602517,28008.4793318515,2013,9,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2013,66.9081678602517,28008.4793318515,2013,9,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2013,66.9081678602517,28008.4793318515,2013,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2013,66.9081678602517,28008.4793318515,2013,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2013,66.9081678602517,28008.4793318515,2013,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2013,66.9081678602517,28008.4793318515,2013,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2013,66.9081678602517,28008.4793318515,2013,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2013,66.9081678602517,28008.4793318515,2013,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2013,66.9081678602517,28008.4793318515,2013,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2013,66.9081678602517,28008.4793318515,2013,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2013,66.9081678602517,28008.4793318515,2013,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2013,66.9081678602517,28008.4793318515,2013,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2013,66.9081678602517,28008.4793318515,2013,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2013,66.9081678602517,28008.4793318515,2013,14,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2013,66.9081678602517,28008.4793318515,2013,16,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2013,66.9081678602517,28008.4793318515,2013,16,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2013,66.9081678602517,28008.4793318515,2013,16,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2013,66.9081678602517,28008.4793318515,2013,16,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2013,66.9081678602517,28008.4793318515,2013,16,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2013,66.9081678602517,28008.4793318515,2013,16,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2014,182.786651908284,74733.8135628419,2014,7,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2014,182.786651908284,74733.8135628419,2014,7,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2014,182.786651908284,74733.8135628419,2014,7,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2014,182.786651908284,74733.8135628419,2014,7,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2014,182.786651908284,74733.8135628419,2014,7,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2014,182.786651908284,74733.8135628419,2014,7,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2014,182.786651908284,74733.8135628419,2014,12,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2014,182.786651908284,74733.8135628419,2014,12,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2014,182.786651908284,74733.8135628419,2014,12,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2014,182.786651908284,74733.8135628419,2014,12,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2014,182.786651908284,74733.8135628419,2014,12,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
BGD,3,2014,182.786651908284,74733.8135628419,2014,12,1,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Wetlands,81017.4444702508
BGD,3,2014,182.786651908284,74733.8135628419,2014,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Cropland,91326.4116573039
BGD,3,2014,182.786651908284,74733.8135628419,2014,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Forest,131978.601005766
BGD,3,2014,182.786651908284,74733.8135628419,2014,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Grassland,19641.6542683522
BGD,3,2014,182.786651908284,74733.8135628419,2014,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Other,10320.6433780852
BGD,3,2014,182.786651908284,74733.8135628419,2014,13,2,h,-11808021.0904628,14271412.5345474,2463391.44534861,True,Settlements,659668.97527564
